Course ID,Topic Name,Topic Link
7988,ion,http%3A%2F%2Fdbpedia.org%2Fresource%2FIon
7988,chemical vapour deposition,http%3A%2F%2Fdbpedia.org%2Fresource%2FChemical_vapor_deposition
7988,VLSI,http%3A%2F%2Fdbpedia.org%2Fresource%2FVery-large-scale_integration
7988,semiconductor device fabrication,http%3A%2F%2Fdbpedia.org%2Fresource%2FSemiconductor_device_fabrication
7990,shunt connections,http%3A%2F%2Fdbpedia.org%2Fresource%2FShunt_%28electrical%29
7991,Inductance,http%3A%2F%2Fdbpedia.org%2Fresource%2FInductance
7991,capacitance,http%3A%2F%2Fdbpedia.org%2Fresource%2FCapacitance
7991,polyphase,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolyphase_system
7991,load flow studies,http%3A%2F%2Fdbpedia.org%2Fresource%2FPower-flow_study
7992,electric motor,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectric_motor
7993,thyristor,http%3A%2F%2Fdbpedia.org%2Fresource%2FThyristor
7994,Compensation methods,http%3A%2F%2Fdbpedia.org%2Fresource%2FCompensation_methods
7997,Electrical engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectrical_engineering
7998,Power quality,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectric_power_quality
7998,Power factor,http%3A%2F%2Fdbpedia.org%2Fresource%2FPower_factor
7999,fuel cell,http%3A%2F%2Fdbpedia.org%2Fresource%2FFuel_cell
8000,rectifier,http%3A%2F%2Fdbpedia.org%2Fresource%2FRectifier
8000,polyphase,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolyphase_system
8000,inverter,http%3A%2F%2Fdbpedia.org%2Fresource%2FPower_inverter
8000,induction motor,http%3A%2F%2Fdbpedia.org%2Fresource%2FInduction_motor
8000,induction motor,http%3A%2F%2Fdbpedia.org%2Fresource%2FInduction_motor
8000,field oriented control,http%3A%2F%2Fdbpedia.org%2Fresource%2FVector_control_%28motor%29
8000,Switched reluctance motor,http%3A%2F%2Fdbpedia.org%2Fresource%2FSwitched_reluctance_motor
8000,Brushless DC,http%3A%2F%2Fdbpedia.org%2Fresource%2FBrushless_DC_electric_motor
8001,Integrated circuit,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegrated_circuit
8002,Z-transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FZ-transform
8002,digital filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_filter
8002,signal processing,http%3A%2F%2Fdbpedia.org%2Fresource%2FSignal_processing
8002,polyphase,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolyphase_system
8002,discrete Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiscrete_Fourier_transform
8004,Scattering parameters,http%3A%2F%2Fdbpedia.org%2Fresource%2FScattering_parameters
8004,Butterworth,http%3A%2F%2Fdbpedia.org%2Fresource%2FButterworth_filter
8004,impedance,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectrical_impedance
8004,Faraday,http%3A%2F%2Fdbpedia.org%2Fresource%2FMichael_Faraday
8007,impedance,http%3A%2F%2Fdbpedia.org%2Fresource%2FImpedance_of_free_space
8007,Equivalence principle,http%3A%2F%2Fdbpedia.org%2Fresource%2FEquivalence_principle
8007,Antenna measurement,http%3A%2F%2Fdbpedia.org%2Fresource%2FAntenna_measurement
8008,microwave,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrowave
8009,capacitive coupling,http%3A%2F%2Fdbpedia.org%2Fresource%2FCapacitive_coupling
8009,magnetic field,http%3A%2F%2Fdbpedia.org%2Fresource%2FMagnetic_field
8009,TEM,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransverse_mode
8009,intermodulation,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntermodulation
8009,spectrum analyzer,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpectrum_analyzer
8009,noise temperature,http%3A%2F%2Fdbpedia.org%2Fresource%2FNoise_temperature
8011,additive white Gaussian noise,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdditive_white_Gaussian_noise
8011,maximum likelihood,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaximum_likelihood_estimation
8011,matched filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FMatched_filter
8011,intersymbol interference,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntersymbol_interference
8011,QAM,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuadrature_amplitude_modulation
8011,Viterbi decoder,http%3A%2F%2Fdbpedia.org%2Fresource%2FViterbi_decoder
8012,peer-to-peer,http%3A%2F%2Fdbpedia.org%2Fresource%2FPeer-to-peer
8012,ARQ,http%3A%2F%2Fdbpedia.org%2Fresource%2FAutomatic_repeat_request
8012,TCP/IP,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransmission_Control_Protocol
8012,Internet,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternet_protocol_suite
8012,transmission control protocol,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransmission_Control_Protocol
8019,LINEAR,http%3A%2F%2Fdbpedia.org%2Fresource%2FLincoln_Near-Earth_Asteroid_Research
8019,Transfer function,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransfer_function
8019,optimal control,http%3A%2F%2Fdbpedia.org%2Fresource%2FOptimal_control
8022,power electronics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPower_electronics
8022,Concordia,http%3A%2F%2Fdbpedia.org%2Fresource%2FConcordia_University
8022,Style guide,http%3A%2F%2Fdbpedia.org%2Fresource%2FStyle_guide
8052,TIME,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime_%28magazine%29
8073,SLID,http%3A%2F%2Fdbpedia.org%2Fresource%2FSlid_%28Fluke_song%29
8117,MIMO,http%3A%2F%2Fdbpedia.org%2Fresource%2FMIMO
40574,integrated circuit,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegrated_circuit
40575,VLSI,http%3A%2F%2Fdbpedia.org%2Fresource%2FVery-large-scale_integration
40584,fuel cell,http%3A%2F%2Fdbpedia.org%2Fresource%2FFuel_cell
47561,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
47561,Impulse response,http%3A%2F%2Fdbpedia.org%2Fresource%2FImpulse_response
47561,convolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FConvolution
47561,Fourier series,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_series
47561,Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_transform
47561,Inverse Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_inversion_theorem
47561,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
47561,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
47561,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
47561,Transfer function,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransfer_function
47561,block diagram,http%3A%2F%2Fdbpedia.org%2Fresource%2FBlock_diagram
47561,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
47561,Amplitude modulation,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmplitude_modulation
47715,additive white Gaussian noise,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdditive_white_Gaussian_noise
47715,matched filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FMatched_filter
47715,maximum likelihood,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaximum_likelihood_estimation
47715,intersymbol interference,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntersymbol_interference
47715,synchronization,http%3A%2F%2Fdbpedia.org%2Fresource%2FSynchronization
48397,medical imaging,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_imaging
48397,MRI,http%3A%2F%2Fdbpedia.org%2Fresource%2FMagnetic_resonance_imaging
48397,ultrasound,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_ultrasound
48410,medical imaging,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_imaging
48410,MRI,http%3A%2F%2Fdbpedia.org%2Fresource%2FMagnetic_resonance_imaging
48410,ultrasound,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_ultrasound
48717,serial digital interface,http%3A%2F%2Fdbpedia.org%2Fresource%2FSerial_digital_interface
48717,1080i,http%3A%2F%2Fdbpedia.org%2Fresource%2F1080i
48717,MPEG-2,http%3A%2F%2Fdbpedia.org%2Fresource%2FMPEG-2
48717,MPEG-4,http%3A%2F%2Fdbpedia.org%2Fresource%2FMPEG-4
48717,JPEG,http%3A%2F%2Fdbpedia.org%2Fresource%2FJPEG
48717,QPSK,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhase-shift_keying
48717,QAM,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuadrature_amplitude_modulation
48717,DVB-T2,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_Video_Broadcasting
48717,ATSC,http%3A%2F%2Fdbpedia.org%2Fresource%2FATSC_standards
48717,DVB,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_Video_Broadcasting
48717,travelling wave,http%3A%2F%2Fdbpedia.org%2Fresource%2FWave
48717,waveguide,http%3A%2F%2Fdbpedia.org%2Fresource%2FWaveguide
48717,coaxial cable,http%3A%2F%2Fdbpedia.org%2Fresource%2FCoaxial_cable
48718,VLSI,http%3A%2F%2Fdbpedia.org%2Fresource%2FVery-large-scale_integration
48718,synchronization,http%3A%2F%2Fdbpedia.org%2Fresource%2FSynchronization
48718,data recovery,http%3A%2F%2Fdbpedia.org%2Fresource%2FData_recovery
48955,serial digital interface,http%3A%2F%2Fdbpedia.org%2Fresource%2FSerial_digital_interface
48955,1080i,http%3A%2F%2Fdbpedia.org%2Fresource%2F1080i
48955,H.264,http%3A%2F%2Fdbpedia.org%2Fresource%2FH.264%2FMPEG-4_AVC
48955,DVB-T2,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_Video_Broadcasting
48955,ATSC,http%3A%2F%2Fdbpedia.org%2Fresource%2FATSC_standards
48955,satellite broadcasting,http%3A%2F%2Fdbpedia.org%2Fresource%2FSatellite_television
48955,DVB,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_Video_Broadcasting
48955,MPEG transport stream,http%3A%2F%2Fdbpedia.org%2Fresource%2FMPEG_transport_stream
48955,MPEG-TS,http%3A%2F%2Fdbpedia.org%2Fresource%2FMPEG_transport_stream
48955,conditional access,http%3A%2F%2Fdbpedia.org%2Fresource%2FConditional_access
49327,Network security,http%3A%2F%2Fdbpedia.org%2Fresource%2FNetwork_security
49327,Network security,http%3A%2F%2Fdbpedia.org%2Fresource%2FNetwork_security
49327,Internet Protocol Security,http%3A%2F%2Fdbpedia.org%2Fresource%2FIPsec
49327,Network management,http%3A%2F%2Fdbpedia.org%2Fresource%2FNetwork_management
49327,Fault management,http%3A%2F%2Fdbpedia.org%2Fresource%2FFault_management
49327,configuration management,http%3A%2F%2Fdbpedia.org%2Fresource%2FConfiguration_management
49327,SNMP,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimple_Network_Management_Protocol
8432,Technical writing,http%3A%2F%2Fdbpedia.org%2Fresource%2FTechnical_writing
8432,Technical communication,http%3A%2F%2Fdbpedia.org%2Fresource%2FTechnical_communication
8432,Test,http%3A%2F%2Fdbpedia.org%2Fresource%2FTest_cricket
8476,Internet,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternet
8476,Multi Protocol Label Switching,http%3A%2F%2Fdbpedia.org%2Fresource%2FMultiprotocol_Label_Switching
49371,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
8573,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
8575,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
8614,Reading,http%3A%2F%2Fdbpedia.org%2Fresource%2FReading_F.C.
8624,Sophocles,http%3A%2F%2Fdbpedia.org%2Fresource%2FSophocles
8624,Euripides,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuripides
8624,Shakespeare,http%3A%2F%2Fdbpedia.org%2Fresource%2FWilliam_Shakespeare
8624,Racine,http%3A%2F%2Fdbpedia.org%2Fresource%2FJean_Racine
8624,Chopin,http%3A%2F%2Fdbpedia.org%2Fresource%2FFr%C3%A9d%C3%A9ric_Chopin
8626,Aristophanes,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristophanes
8626,Cervantes,http%3A%2F%2Fdbpedia.org%2Fresource%2FMiguel_de_Cervantes
8626,Gogol,http%3A%2F%2Fdbpedia.org%2Fresource%2FNikolai_Gogol
8633,Juvenal,http%3A%2F%2Fdbpedia.org%2Fresource%2FJuvenal
8633,Horace,http%3A%2F%2Fdbpedia.org%2Fresource%2FHorace
8633,Erasmus,http%3A%2F%2Fdbpedia.org%2Fresource%2FErasmus
8633,Voltaire,http%3A%2F%2Fdbpedia.org%2Fresource%2FVoltaire
8633,Byron,http%3A%2F%2Fdbpedia.org%2Fresource%2FLord_Byron
8665,Old English,http%3A%2F%2Fdbpedia.org%2Fresource%2FOld_English
8665,Beowulf,http%3A%2F%2Fdbpedia.org%2Fresource%2FBeowulf
8665,Chaucer,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeoffrey_Chaucer
8665,Julian,http%3A%2F%2Fdbpedia.org%2Fresource%2FJulian_calendar
8665,Norwich,http%3A%2F%2Fdbpedia.org%2Fresource%2FNorwich
8665,Spenser,http%3A%2F%2Fdbpedia.org%2Fresource%2FEdmund_Spenser
8665,Shakespeare,http%3A%2F%2Fdbpedia.org%2Fresource%2FWilliam_Shakespeare
8665,Lanyer,http%3A%2F%2Fdbpedia.org%2Fresource%2FEmilia_Lanier
8665,Milton,http%3A%2F%2Fdbpedia.org%2Fresource%2FJohn_Milton
8666,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmerican_Civil_War
8666,Victorian era,http%3A%2F%2Fdbpedia.org%2Fresource%2FVictorian_era
8737,Chaucer,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeoffrey_Chaucer
8737,Geoffrey Chaucer,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeoffrey_Chaucer
8737,Troilus,http%3A%2F%2Fdbpedia.org%2Fresource%2FTroilus_and_Criseyde
8737,Canterbury,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanterbury
8761,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnglish_Civil_War
8761,Mary Sidney,http%3A%2F%2Fdbpedia.org%2Fresource%2FMary_Sidney
8761,Lanyer,http%3A%2F%2Fdbpedia.org%2Fresource%2FEmilia_Lanier
8774,Spenser,http%3A%2F%2Fdbpedia.org%2Fresource%2FEdmund_Spenser
8774,Spenser,http%3A%2F%2Fdbpedia.org%2Fresource%2FEdmund_Spenser
8774,The Faerie Queene,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Faerie_Queene
8782,Shakespeare,http%3A%2F%2Fdbpedia.org%2Fresource%2FWilliam_Shakespeare
8784,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
8810,French Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FFrench_Revolution
8810,Wordsworth,http%3A%2F%2Fdbpedia.org%2Fresource%2FWilliam_Wordsworth
8810,Byron,http%3A%2F%2Fdbpedia.org%2Fresource%2FLord_Byron
8810,Dorothy Wordsworth,http%3A%2F%2Fdbpedia.org%2Fresource%2FDorothy_Wordsworth
8810,Mary Shelley,http%3A%2F%2Fdbpedia.org%2Fresource%2FMary_Shelley
8861,Lady Gregory,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugusta%2C_Lady_Gregory
8916,American realism,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmerican_Realism
8916,World War I,http%3A%2F%2Fdbpedia.org%2Fresource%2FWorld_War_I
8916,Hemingway,http%3A%2F%2Fdbpedia.org%2Fresource%2FErnest_Hemingway
8918,World War II,http%3A%2F%2Fdbpedia.org%2Fresource%2FWorld_War_II
8921,Ginsberg,http%3A%2F%2Fdbpedia.org%2Fresource%2FAllen_Ginsberg
8922,AFRICAN-AMERICAN,http%3A%2F%2Fdbpedia.org%2Fresource%2FAfrican-American_literature
8922,African-American literature,http%3A%2F%2Fdbpedia.org%2Fresource%2FAfrican-American_literature
8922,Washington,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeorge_Washington
8936,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
8938,Kingston,http%3A%2F%2Fdbpedia.org%2Fresource%2FKingston_upon_Thames
8938,Hosseini,http%3A%2F%2Fdbpedia.org%2Fresource%2FJalal_Hosseini
8940,Achebe,http%3A%2F%2Fdbpedia.org%2Fresource%2FChinua_Achebe
8943,Caribbean,http%3A%2F%2Fdbpedia.org%2Fresource%2FCaribbean
8943,Caribbean,http%3A%2F%2Fdbpedia.org%2Fresource%2FCaribbean
8943,Barbados,http%3A%2F%2Fdbpedia.org%2Fresource%2FBarbados
8943,Trinidad,http%3A%2F%2Fdbpedia.org%2Fresource%2FTrinidad_and_Tobago
8943,Jamaica,http%3A%2F%2Fdbpedia.org%2Fresource%2FJamaica
8943,Grenada,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrenada
8943,Guyana,http%3A%2F%2Fdbpedia.org%2Fresource%2FGuyana
8943,postcolonialism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPostcolonialism
8943,Walcott,http%3A%2F%2Fdbpedia.org%2Fresource%2FCharles_Doolittle_Walcott
9939,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
9939,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
9939,Professional Code,http%3A%2F%2Fdbpedia.org%2Fresource%2FProfessional_Code_of_Quebec
9951,power series,http%3A%2F%2Fdbpedia.org%2Fresource%2FExponential_function
9951,power series,http%3A%2F%2Fdbpedia.org%2Fresource%2FExponential_function
9960,spherical coordinates,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpherical_coordinate_system
9960,differential calculus,http%3A%2F%2Fdbpedia.org%2Fresource%2FDifferential_calculus
9960,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
9960,divergence theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FDivergence_theorem
9960,divergence theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FDivergence_theorem
9960,Stokes' theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FStokes%27_theorem
9964,Statics,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatics
9964,statically determinate,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatically_indeterminate
9964,virtual work,http%3A%2F%2Fdbpedia.org%2Fresource%2FVirtual_work
9964,bending moment,http%3A%2F%2Fdbpedia.org%2Fresource%2FBending
9965,Kinematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FKinematics
9966,bending moment,http%3A%2F%2Fdbpedia.org%2Fresource%2FBending
9967,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
9967,virtual work,http%3A%2F%2Fdbpedia.org%2Fresource%2FVirtual_work
9967,Kinematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FKinematics
9979,discounted cash flow,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiscounted_cash_flow
9979,decision tree,http%3A%2F%2Fdbpedia.org%2Fresource%2FDecision_tree
9979,sensitivity analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FSensitivity_analysis
9985,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
9985,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
9985,Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_transform
9985,orthogonal functions,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrthogonal_functions
9985,orthogonal functions,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrthogonal_functions
9985,Fourier series,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_series
9985,Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_transform
9985,convolution theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FConvolution_theorem
9999,fluid mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FFluid_mechanics
9999,Navier-Stokes equations,http%3A%2F%2Fdbpedia.org%2Fresource%2FNavier%E2%80%93Stokes_equations
10005,probability theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FProbability_theory
10005,Conditional probability,http%3A%2F%2Fdbpedia.org%2Fresource%2FConditional_probability
10005,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
10005,hypothesis testing,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatistical_hypothesis_testing
10009,numerical integration,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumerical_integration
10009,numerical integration,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumerical_integration
10010,Social history,http%3A%2F%2Fdbpedia.org%2Fresource%2FSocial_history
10025,inverse kinematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FInverse_kinematics
10191,LINEAR,http%3A%2F%2Fdbpedia.org%2Fresource%2FLincoln_Near-Earth_Asteroid_Research
11084,institutional investor,http%3A%2F%2Fdbpedia.org%2Fresource%2FInstitutional_investor
11084,arbitrage,http%3A%2F%2Fdbpedia.org%2Fresource%2FArbitrage
11084,fundamental analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FFundamental_analysis
11279,autofiction,http%3A%2F%2Fdbpedia.org%2Fresource%2FAutofiction
11306,Montréal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
11306,Montréal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
11306,ses,http%3A%2F%2Fdbpedia.org%2Fresource%2FSES_S.A.
11306,ses,http%3A%2F%2Fdbpedia.org%2Fresource%2FSES_S.A.
11306,ses,http%3A%2F%2Fdbpedia.org%2Fresource%2FSES_S.A.
11306,ses,http%3A%2F%2Fdbpedia.org%2Fresource%2FSES_S.A.
13918,French Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FFrench_Revolution
13939,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
13939,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
13939,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
13939,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
13984,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
14024,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
14024,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
14036,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
14036,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
14040,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
14095,terrorism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTerrorism
14137,Pacific War,http%3A%2F%2Fdbpedia.org%2Fresource%2FPacific_War
14137,Pacific War,http%3A%2F%2Fdbpedia.org%2Fresource%2FPacific_War
14137,Japan,http%3A%2F%2Fdbpedia.org%2Fresource%2FEmpire_of_Japan
14166,fasting,http%3A%2F%2Fdbpedia.org%2Fresource%2FFasting
40979,Ancient Near East,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Near_East
40979,ancient Near,http%3A%2F%2Fdbpedia.org%2Fresource%2FNear_East
40979,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
40979,Empire,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Empire
40980,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
40980,Bronze Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FBronze_Age
40980,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
40980,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
40980,Athens,http%3A%2F%2Fdbpedia.org%2Fresource%2FAthens
40984,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
40984,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
40984,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
40984,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
40984,Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
49242,The Atlantic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAtlantic_Ocean
47296,Modern Europe,http%3A%2F%2Fdbpedia.org%2Fresource%2FHistory_of_Europe
47300,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmerican_Civil_War
46800,Electronic Arts,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectronic_Arts
46801,Electronic Arts,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectronic_Arts
47358,INDO-EUROPEAN LINGUISTICS,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndo-European_studies
47359,VEDIC SANSKRIT,http%3A%2F%2Fdbpedia.org%2Fresource%2FVedic_Sanskrit
16061,MRP II,http%3A%2F%2Fdbpedia.org%2Fresource%2FManufacturing_resource_planning
16061,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
16063,linear programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_programming
16064,Integer programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FInteger_programming
16064,dynamic programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FDynamic_programming
16066,probability theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FProbability_theory
16066,Poisson process,http%3A%2F%2Fdbpedia.org%2Fresource%2FPoisson_point_process
16066,Markov,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarkov_chain
16066,queuing theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FQueueing_theory
16067,total quality management,http%3A%2F%2Fdbpedia.org%2Fresource%2FTotal_quality_management
